Description,Address,Rent,Additional infomation,Seller type,Free from,Property type,URL,Surface,Rooms,Property form,Price,Status,Heating type,Floor
Apartament de vânzare,"Medgidia, Constanta",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,33m²,1 cameră,fara informatii,35 000 €,fara informatii,fara informatii,3
Apartament de vânzare,"Berceni, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/brancoveanu-ap-2-camere-IDC3K7,38m²,2 camere,drept de proprietate,54 000 €,gata de utilizare,centralizată,10/10
Apartament de vânzare,"Ion Creanga, Sectorul 2, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/ap-2-camere-metrou-obor-2-min-bucatarie-inchisa-comision-0-IDBT9O,55m²,2 camere,fara informatii,98 000 €,fara informatii,fara informatii,2
Apartament de vânzare,"Ciarda Rosie, Timisoara, Timis",fara informatii,"balcon
terasă",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,47m²,2 camere,fara informatii,89 000 €,gata de utilizare,centrală pe gaz,1/3
Apartament de vânzare,"Hipodrom III, Sibiu, Sibiu",fara informatii,balcon,agenție,2024-12-02,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,85m²,3 camere,drept de proprietate,136 000 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"Centru, Botosani, Botosani",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-et-1-zona-bucovina-IDC3JM,64m²,3 camere,fara informatii,73 000 €,gata de utilizare,centrală pe gaz,1/4
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,"balcon
grădină
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,47m²,2 camere,fara informatii,80 000 €,în construcție,centrală pe gaz,1/2
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,86m²,3 camere,fara informatii,111 500 €,fara informatii,centralizată,3
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-58-mp-rate-la-dezvoltator-bragadiru-bloc-nou-IDAnyR,58m²,2 camere,fara informatii,65 000 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"Calea Buziasului, Timisoara, Timis",fara informatii,bucătărie separată,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/buziasului-2-camere-centrala-proprie-termoizolat-IDCaWw,60m²,2 camere,fara informatii,88 000 €,fara informatii,centrală pe gaz,5/5
Apartament de vânzare,"Centru, Ploiesti, Prahova",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,35m²,1 cameră,fara informatii,49 000 €,gata de utilizare,centrală pe gaz,parter/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"terasă
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,89.4m²,2 camere,fara informatii,124 378 €,fara informatii,centralizată,1
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-ultracentral-65mp-129999-euro-IDCaWt,65m²,3 camere,fara informatii,129 999 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"terasă
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-cu-terasa-zona-grand-arena-mall-sector-4-IDBT9w,89.4m²,2 camere,fara informatii,124 378 €,fara informatii,centralizată,1
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-ultracentral-65mp-129999-euro-IDCaWt,65m²,3 camere,fara informatii,129 999 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,55m²,2 camere,fara informatii,64 220 €,fara informatii,centralizată,2
Apartament de vânzare,"Aparatorii Patriei, Sectorul 4, Bucuresti",fara informatii,"balcon
terasă",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,47.9m²,1 cameră,drept de proprietate,64 247 €,în construcție,centrală pe gaz,1/8
Apartament de vânzare,"Stadion, Timisoara, Timis",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/stadion-1-camera-centrala-proprie-pretabil-investitii-IDCaWq,22m²,1 cameră,fara informatii,41 500 €,fara informatii,centrală pe gaz,1/4
Apartament de vânzare,"Tomis Nord, Constanta, Constanta",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-decomandat-cu-2-camere-zona-tomis-nord-IDCaWo,49.61m²,2 camere,fara informatii,87 900 €,gata de utilizare,centralizată,parter/4
Apartament de vânzare,"Centrul Istoric, Sibiu, Sibiu",fara informatii,beci,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,51m²,3 camere,fara informatii,159 999 €,fara informatii,centralizată,parter
Apartament de vânzare,"Calea Bucuresti, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandate-craiovia-nou-IDCaWg,52m²,2 camere,fara informatii,86 000 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"Calea Bucuresti, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandate-craiovia-nou-IDCaWg,52m²,2 camere,fara informatii,86 000 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"Florilor-Craiter, Brasov, Brasov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,40m²,2 camere,drept de proprietate,66 900 €,gata de utilizare,altul,3/4
Apartament de vânzare,"Florilor-Craiter, Brasov, Brasov",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-semidecomandat-zona-florilor-IDCaWd,40m²,2 camere,drept de proprietate,66 900 €,gata de utilizare,altul,3/4
Apartament de vânzare,"Topoloveni, Arges",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,70m²,3 camere,fara informatii,59 500 €,gata de utilizare,centralizată,1/4
Apartament de vânzare,"Strada Postalionului, IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-3-camere-2-bai-grand-arena-IDCaW8,78.55m²,3 camere,drept de proprietate,90 300 €,fara informatii,centrală pe gaz,3/7
Apartament de vânzare,"Valea Cetatii, Brasov, Brasov",fara informatii,fara informatii,agenție,2024-11-29,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,55m²,3 camere,drept de proprietate,100 000 €,gata de utilizare,centrală pe gaz,parter/4
Apartament de vânzare,"Strada Postalionului, IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-3-camere-2-bai-grand-arena-IDCaW8,78.55m²,3 camere,drept de proprietate,90 300 €,fara informatii,centrală pe gaz,3/7
Apartament de vânzare,"Republicii, Baia Mare, Maramures",fara informatii,"bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,48m²,2 camere,fara informatii,75 000 €,gata de utilizare,centrală pe gaz,2/3
Apartament de vânzare,"Selimbar, Sibiu",fara informatii,balcon,agenție,2024-10-02,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,61.2m²,3 camere,drept de proprietate,104 000 €,necesita renovare,centrală pe gaz,mansardă/2
Apartament de vânzare,"Strada Ion Manolescu, Militari, Sectorul 6, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/gorjului-militari-decomandat-bloc-1982-IDBAYQ,70m²,3 camere,drept de proprietate,85 000 €,gata de utilizare,centralizată,10/10
Apartament de vânzare,"Republicii, Baia Mare, Maramures",fara informatii,"bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/cv-217-g-cosbuc-apartament-2-camere-decomandat-etaj-ii-IDBqKn,48m²,2 camere,fara informatii,75 000 €,gata de utilizare,centrală pe gaz,2/3
Apartament de vânzare,"Strada Ion Manolescu, Militari, Sectorul 6, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/gorjului-militari-decomandat-bloc-1982-IDBAYQ,70m²,3 camere,drept de proprietate,85 000 €,gata de utilizare,centralizată,10/10
Apartament de vânzare,"Drumul Gura Crivatului, Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,305m²,4 camere,fara informatii,230 336 €,gata de utilizare,centrală pe gaz,6
Apartament de vânzare,"Strada Miraslau, Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/metrou-berceni-350m-garsoniera-40mp-bucatarie-patrata-proiect-nou-IDBlIF,40m²,1 cameră,drept de proprietate,48 500 €,în construcție,centrală pe gaz,2/6
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,68m²,3 camere,fara informatii,73 610 €,în construcție,fara informatii,2/7
Apartament de vânzare,"Strada Biruintei, Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,42m²,2 camere,drept de proprietate,60 900 €,în construcție,centrală pe gaz,3/7
Apartament de vânzare,"Bucium, Iasi, Iasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,48m²,2 camere,drept de proprietate,68 000 €,gata de utilizare,centrală pe gaz,1/3
Apartament de vânzare,"Strada Solstitiului, Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,41m²,1 cameră,drept de proprietate,53 400 €,în construcție,centrală pe gaz,4/5
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,67m²,2 camere,drept de proprietate,79 500 €,gata de utilizare,centrală pe gaz,3/3
Apartament de vânzare,"Strada Biruintei, Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,37m²,1 cameră,drept de proprietate,53 900 €,în construcție,centrală pe gaz,7/8
Apartament de vânzare,"Terezian, Sibiu, Sibiu",fara informatii,"balcon
beci",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-de-vnzare-2-camere-n-sibiu-baie-balcon-piata-cluj-IDCaW6,61m²,2 camere,fara informatii,89 999 €,fara informatii,fara informatii,3
Apartament de vânzare,"Tractorul, Brasov, Brasov",fara informatii,"balcon
terasă
beci
bucătărie separată
debara",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,58m²,2 camere,fara informatii,119 500 €,gata de utilizare,centrală pe gaz,1/8
Apartament de vânzare,"Centru, Iasi, Iasi",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,72m²,3 camere,fara informatii,135 000 €,fara informatii,centralizată,2
Apartament de vânzare,"Strada Elena Polizu, Pantelimon, Sectorul 2, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=30,33m²,1 cameră,fara informatii,49 900 €,fara informatii,fara informatii,8/8
Apartament de vânzare,"Piata Garii, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,48m²,2 camere,fara informatii,81 000 €,fara informatii,fara informatii,4
Apartament de vânzare,"Iris, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,43m²,2 camere,fara informatii,130 000 €,gata de utilizare,centralizată,parter/4
Apartament de vânzare,"Terezian, Sibiu, Sibiu",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,47m²,2 camere,fara informatii,70 500 €,gata de utilizare,fara informatii,3/4
Apartament de vânzare,"Iris, Cluj-Napoca, Cluj",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/oferta/apartament-2-camere-la-cheie-bloc-nou-garaj-junior-residence-IDAnxT,43m²,2 camere,fara informatii,130 000 €,gata de utilizare,centralizată,parter/4
Apartament de vânzare,"Militari, Sectorul 6, Bucuresti",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,73m²,3 camere,fara informatii,94 500 €,fara informatii,fara informatii,7
Apartament de vânzare,"Iosia, Oradea, Bihor",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,82m²,2 camere,fara informatii,119 000 €,fara informatii,centralizată,2
Apartament de vânzare,"Gruia, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,43m²,2 camere,fara informatii,133 000 €,gata de utilizare,centralizată,2/3
Apartament de vânzare,"Piata Garii, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-decomandat-rovine-IDBqIn,48m²,2 camere,fara informatii,81 000 €,fara informatii,fara informatii,4
Apartament de vânzare,"Strada Panduri, Calarasi, Calarasi",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,79m²,3 camere,fara informatii,89 000 €,gata de utilizare,centrală pe gaz,parter/4
Apartament de vânzare,"Berceni, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,54.25m²,2 camere,fara informatii,73 500 €,fara informatii,centralizată,8
Apartament de vânzare,"Bulevardul Timisoara, Militari, Sectorul 6, Bucuresti",600 €,"balcon
grădină",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,39m²,1 cameră,drept de proprietate,104 587 €,fara informatii,centrală pe gaz,6/11
Apartament de vânzare,"Bulevardul Iuliu Maniu, Militari, Sectorul 6, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,69m²,3 camere,fara informatii,79 800 €,fara informatii,centralizată,1
Apartament de vânzare,"Centru, Botosani, Botosani",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,80m²,3 camere,fara informatii,82 000 €,fara informatii,centrală pe gaz,3/4
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,43m²,2 camere,fara informatii,51 500 €,fara informatii,centralizată,parter
Apartament de vânzare,"Piata Garii, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,70m²,3 camere,fara informatii,119 000 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Drumul Gura Fagetului, Theodor Pallady, Sectorul 3, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,50.69m²,2 camere,fara informatii,78 500 €,în construcție,centrală pe gaz,2
Apartament de vânzare,"Marasti, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=469,174m²,2 camere,fara informatii,380 000 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,38m²,1 cameră,fara informatii,50 365 €,fara informatii,centralizată,6
Apartament de vânzare,"Bulevardul Metalurgiei, IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,54.95m²,2 camere,fara informatii,78 895 €,în construcție,centrală pe gaz,7/9
Apartament de vânzare,"Centru, Botosani, Botosani",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,159m²,5 camere,fara informatii,330 000 €,fara informatii,centralizată,5/5
Apartament de vânzare,"Sectorul 1, Bucuresti",fara informatii,balcon,agenție,2024-11-04,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,71m²,3 camere,drept de proprietate,175 000 €,gata de utilizare,centrală pe gaz,3/4
Apartament de vânzare,"Buna Ziua, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,2024-10-31,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,62m²,2 camere,drept de proprietate,125 000 €,gata de utilizare,fara informatii,parter/5
Apartament de vânzare,"Republicii, Bacau, Bacau",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,38m²,2 camere,fara informatii,38 900 €,gata de utilizare,centralizată,fara informatii
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,55m²,2 camere,fara informatii,73 500 €,fara informatii,centralizată,8
Apartament de vânzare,"Bartolomeu Nord, Brasov, Brasov",fara informatii,fara informatii,agenție,2024-10-29,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,90m²,4 camere,drept de proprietate,138 500 €,gata de utilizare,fara informatii,parter/4
Apartament de vânzare,"Sectorul 1, Bucuresti",fara informatii,balcon,agenție,2024-11-04,locuință utilizată,https://www.storia.ro/ro/oferta/3-camere-complex-atria-2-bai-et-3-IDBT9i,71m²,3 camere,drept de proprietate,175 000 €,gata de utilizare,centrală pe gaz,3/4
Apartament de vânzare,"Strada D5, Navodari, Constanta",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,50.66m²,2 camere,fara informatii,126 500 €,fara informatii,fara informatii,1
Apartament de vânzare,"Progresul, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,57.8m²,2 camere,fara informatii,78 500 €,fara informatii,centralizată,8
Apartament de vânzare,"Europa, Cluj-Napoca, Cluj",fara informatii,"balcon
terasă",agenție,2024-10-31,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,70m²,3 camere,drept de proprietate,140 000 €,gata de utilizare,fara informatii,parter/2
Apartament de vânzare,"Republicii, Bacau, Bacau",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-mobilat-zona-ura-republicii-IDBnF1,38m²,2 camere,fara informatii,38 900 €,gata de utilizare,centralizată,fara informatii
Apartament de vânzare,"Aleea Tincani, Drumul Taberei, Sectorul 6, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,64m²,3 camere,drept de proprietate,85 000 €,gata de utilizare,centralizată,8/10
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,55m²,2 camere,fara informatii,65 000 €,în construcție,fara informatii,fara informatii
Apartament de vânzare,"Strada Ion Heliade Radulescu, Libertatii, Targu Mures, Mures",fara informatii,"balcon
beci
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,60m²,2 camere,drept de proprietate,115 000 €,gata de utilizare,centrală pe gaz,1/10
Apartament de vânzare,"Progresul, Sectorul 4, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/apartament-2-camere-sector-4-mutare-rapida-comision-0-IDBT94,57.8m²,2 camere,fara informatii,78 500 €,fara informatii,centralizată,8
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,49m²,2 camere,fara informatii,64 000 €,gata de utilizare,centralizată,6/6
Apartament de vânzare,"Marasti, Cluj-Napoca, Cluj",fara informatii,"balcon
terasă",agenție,2024-11-18,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,72m²,3 camere,drept de proprietate,225 000 €,gata de utilizare,centrală pe gaz,4/4
Apartament de vânzare,"Berceni, Sectorul 4, Bucuresti",fara informatii,bucătărie separată,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,52m²,2 camere,fara informatii,74 900 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Calea Bucuresti, Craiova, Dolj",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,52m²,2 camere,fara informatii,76 000 €,fara informatii,fara informatii,4/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,terasă,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,90m²,2 camere,fara informatii,118 455 €,fara informatii,centralizată,1
Apartament de vânzare,"Bragadiru, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,53m²,2 camere,fara informatii,79 500 €,gata de utilizare,centralizată,parter/3
Apartament de vânzare,"Tei, Sectorul 2, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/oferta/lacul-tei-spre-parcul-circului-liber-centrala-termica-comision-0-IDBT8O,72m²,3 camere,fara informatii,120 000 €,fara informatii,centralizată,10
Apartament de vânzare,"Calea Bucuresti, Craiova, Dolj",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,80m²,3 camere,fara informatii,180 000 €,fara informatii,fara informatii,fara informatii
Apartament de vânzare,"Drumul Taberei, Sectorul 6, Bucuresti",fara informatii,"balcon
bucătărie separată",agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,53m²,2 camere,drept de proprietate,100 000 €,gata de utilizare,centralizată,7/10
Apartament de vânzare,"Strada Privighetorii, Burdujeni, Suceava, Suceava",fara informatii,fara informatii,agenție,fara informatii,locuință utilizată,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,47m²,2 camere,fara informatii,46 200 €,fara informatii,fara informatii,parter
Apartament de vânzare,"Popesti Leordeni, Ilfov",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,59m²,2 camere,drept de proprietate,69 000 €,fara informatii,fara informatii,1
Apartament de vânzare,"Floresti, Floresti, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1351,50m²,2 camere,fara informatii,92 000 €,gata de utilizare,centralizată,2/4
Apartament de vânzare,"IMGB, Sectorul 4, Bucuresti",fara informatii,balcon,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,64m²,2 camere,fara informatii,73 400 €,fara informatii,fara informatii,2
Apartament de vânzare,"Drumul Binelui, IMGB, Sectorul 4, Bucuresti",fara informatii,"balcon
terasă
garaj
bucătărie separată",agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=1792,76m²,2 camere,drept de proprietate,99 000 €,în construcție,centralizată,9/11
Apartament de vânzare,"Manastur, Cluj-Napoca, Cluj",fara informatii,fara informatii,agenție,fara informatii,locuință nouă,https://www.storia.ro/ro/rezultate/vanzare/apartament/toata-romania?viewType=listing&page=900,74m²,3 camere,fara informatii,220 000 €,fara informatii,fara informatii,2/14
